TC_id,FlyGeneOrtholog
TC002116,CalpA
TC002117,CalpA
TC002119,CG12029
TC002120,CycC
TC002121,BcDNA:LD21537
TC002123,CG13072
TC002125,CG6707
TC002126,CG4893
TC002130,CG7650
TC002131,Bx34
TC002132,CG3085
TC002133,CG9882
TC002134,CG4893
TC002135,wds
TC002136,CG5027
TC002137,CG5262
TC002138,Nrk
TC002139,CG7839
TC002140,CG4537
TC002141,Rac1
TC002142,CG10307
TC002147,CG4735
TC002148,CG4735
TC002149,CG18374
TC002150,CG5390
TC002157,CG9843
TC002162,CG13893
TC002163,Hop
TC002164,CG5891
TC002165,Ank2
TC002166,Ank2
TC002169,CG12579
TC002170,CG18665
TC002171,beat
TC002172,CG3960
TC002174,CG11134
TC002175,CG10738
TC002176,CG9843
TC002177,CG9395
TC002178,CG18289
TC002184,NPC1
TC002185,CG9896
TC002186,CG11260
TC002189,CG9843
TC002191,CG17621
TC002193,CG3066
TC002194,CG3800
TC002201,CG13775
TC002209,CG3238
TC002212,CG2485
TC002215,CG3016
TC002216,CG6111
TC002218,CG16912
TC002219,CG16912
TC002221,CG9226
TC002222,CG14671
TC002223,CG17643
TC002224,CG17643
TC002229,CG2485
TC002230,CG18303
TC002231,CG18665
TC002239,Parg
TC002240,CG11077
TC002241,CG17822
TC002242,CG2381
TC002245,CG8675
TC002246,CH6
TC002247,sp4
TC002248,CG18665
TC002251,CG17337
TC002252,CG17337
TC002258,CG14650
TC002259,CG10263
TC002260,CG13490
TC002261,CG5737
TC002262,CG7675
TC002263,CG15786
TC002264,Syn
TC002265,CG3996
TC002266,CG2485
TC002267,CG2485
TC002268,CG9784
TC002269,CG16711
TC002270,CG4689
TC002271,CG18352
TC002272,CG1311
TC002274,CG1718
TC002276,CG1718
TC002277,CG1718
TC002278,CG1718
TC002280,CG1718
TC002281,CG15016
TC002282,CG5414
TC002283,CG7841
TC002285,NetB
TC002287,Msr-110
TC002288,BcDNA:GH01918
TC002289,Nhe1
TC002293,pip
TC002294,Uba2
TC002295,CG4144
TC002297,CG8228
TC002298,CG11305
TC002299,CG5013
TC002300,CG1704
TC002304,CG14681
TC002305,timp
TC002306,CG12815
TC002307,CG12814
TC002308,boss
TC002309,VAChT
TC002311,CG7144
TC002312,CG9732
TC002314,CG11301
TC002315,grn
TC002321,CG2485
TC002322,CG2485
TC002325,CG18288
TC002327,CG2485
TC002330,CG4364
TC002331,CG12859
TC002332,CG7544
TC002333,CG10153
TC002335,CG4221
TC002337,CG1847
TC002338,CG7457
TC002339,CG13625
TC002340,crol
TC002341,CG10280
TC002345,CG17251
TC002346,CG3680
TC002347,SerT
TC002349,HLH54F
TC002350,CG4074
TC002351,ari-1
TC002353,CG1009
TC002354,CG1009
TC002355,CG9843
TC002356,CG5056
TC002357,CG5110
TC002358,CG5543
TC002359,cyp33
TC002360,CG4554
TC002365,CG7536
TC002366,CG6049
TC002367,CG10077
TC002368,Rm62
TC002369,CG6216
TC002371,CG17771
TC002372,CG4966
TC002373,CG4966
TC002374,BcDNA:LD22548
TC002375,CG10984
TC002377,CG18861
TC002380,CG2206
TC002381,Or45b
TC002382,CG15888
TC002383,CG15054
TC002385,CG8644
TC002386,wg
TC002388,CG3424
TC002389,CG3424
TC002390,Mtch
TC002391,Trip1
TC002392,CG10289
TC002393,CG6619
TC002395,CG1244
TC002396,CG7616
TC002398,CG8606
TC002403,Iap2
TC002405,gammaSnap
TC002406,Gap69C
TC002407,CG2943
TC002408,CG11685
TC002411,CG7545
TC002414,CG1161
TC002415,sesB
TC002416,CG7662
TC002420,zinc-finger-motif-protein
TC002421,CG3918
TC002422,CG14617
TC002423,BG:DS00797.7
TC002424,CG5554
TC002425,CG9712
TC002426,CG4069
TC002427,CG7837
TC002428,CG2657
TC002430,CG6931
TC002431,CG4213
TC002432,CG6116
TC002433,l(3)03670
TC002434,CG1919
TC002435,CG4398
TC002437,CG14964
TC002441,Fkbp13
TC002443,CG11260
TC002444,Prm
TC002445,Prm
TC002446,CG8005
TC002447,CG12084
TC002449,CG5751
TC002454,CG18288
TC002455,CG18665
TC002456,CG13310
TC002458,CG6694
TC002459,CG3165
TC002460,CG3165
TC002461,Nxt1
TC002462,CPTI
TC002463,CG6512
TC002464,BcDNA:GH02419
TC002465,BcDNA:GH02419
TC002466,BcDNA:GH02419
TC002467,BcDNA:GH02419
TC002470,CG4670
TC002471,CG4670
TC002472,CG7015
TC002475,trc
TC002476,Ilk
TC002481,Abl
TC002482,CG5747
TC002488,CG10139
TC002490,Uch-L3
TC002492,awd
TC002493,SP512
TC002494,cyc
TC002495,fidipidine
TC002496,ple
TC002497,Takr86C
TC002498,CG3131
TC002499,BG:DS01219.1
TC002500,CG9264
TC002501,CG8426
TC002503,CG11935
TC002504,enb
TC002505,CG10737
TC002506,CG18490
TC002507,Taf250
TC002508,y
TC002509,y
TC002510,CG12482
TC002520,CG6723
TC002521,CG6723
TC002522,Src64B
TC002523,Eip63E
TC002524,CG5936
TC002527,CG12121
TC002528,CG11041
TC002529,Rtc1
TC002530,CG15871
TC002531,BcDNA:GH11112
TC002533,CG13682
TC002534,Pdp1
TC002536,Pdp1
TC002537,CG9965
TC002538,CG9965
TC002539,ncd
TC002540,Rpd3
TC002542,Cyp303a1
TC002545,CG10231
TC002546,CG4437
TC002547,CG12262
TC002550,ftz-f1
TC002551,Cyp305a1
TC002552,Cyp305a1
TC002553,bgcn
TC002554,CG8546
TC002555,bgcn
TC002556,CG6184
TC002557,CG10483
TC002560,CG3749
TC002561,CG5522
TC002562,CG6475
TC002563,CG11124
TC002567,par-1
TC002568,CG6854
TC002569,Fib
TC002571,CG15099
TC002572,CG15099
TC002573,CG15099
TC002574,Srp54k
TC002583,His2Av
TC002584,Sir2
TC002585,Gfat
TC002587,CaMKII
TC002588,CG5823
TC002590,BcDNA:LD34475
TC002592,CG18665
TC002594,CG15926
TC002595,CG13214
TC002596,CG9247
TC002598,CG12151
TC002599,CG13533
TC002600,Argk
TC002601,Gs2
TC002602,CG11727
TC002603,CG11727
TC002607,CG11637
TC002608,CG7821
TC002609,CG7097
TC002610,Rya-r44F
TC002612,CG9503
TC002613,CG6142
TC002614,CG9518
TC002615,CG9517
TC002616,CG7888
TC002617,CG7888
TC002618,CG14830
TC002620,jim
TC002621,jim
TC002622,CG14450
TC002624,CG7621
TC002625,CG12935
TC002627,CG2938
TC002628,CG6379
TC002630,rpk
TC002631,CG8546
TC002632,CG8546
TC002633,CG8546
TC002634,CG12624
TC002635,EG:65F1.1
TC002636,klg
TC002637,Hira
TC002638,CG7246
TC002639,CG2485
TC002640,CG2485
TC002641,CG2485
TC002642,CG4715
TC002643,CG14149
TC002644,CG11474
TC002645,CG5552
TC002646,CG14286
TC002647,CG11919
TC002648,CG4269
TC002649,CG13189
TC002652,CG15011
TC002654,CG11575
TC002655,CG11775
TC002656,CG11575
TC002657,CG2485
TC002658,CG8436
TC002659,Sb
TC002660,CG9562
TC002661,CG14762
TC002662,18w
TC002663,Tl
TC002665,CG5679
TC002666,rk
TC002667,CG13966
TC002668,CG7814
TC002669,dy
TC002671,CG13605
TC002672,BG:DS00004.12
TC002673,Caki
TC002674,CG18040
TC002681,CG6870
TC002683,olf186-M
TC002686,CG5180
TC002688,EG:87B1.3
TC002691,CG7712
TC002692,CG4572
TC002694,CG17415
TC002695,CG8323
TC002696,melt
TC002697,melt
TC002698,Gr
TC002709,CG12265
TC002710,CG8395
TC002711,CG1105
TC002712,CG10347
TC002713,CG3496
TC002714,CG2957
TC002715,CG10409
TC002717,lap
TC002719,cnn
TC002720,CG6268
TC002721,Cyp4c3
TC002722,Cyp4c3
TC002723,CG11605
TC002727,CG2006
TC002728,CG9851
TC002730,CG12424
TC002731,CG16953
TC002732,CG6811
TC002733,CG8270
TC002734,CG10566
TC002736,CG10809
TC002737,CG11513
TC002738,Int6
TC002739,CG9288
TC002741,BcDNA:GH04962
TC002742,CG5336
TC002743,CG16790
TC002753,CG9843
TC002762,CG8616
TC002763,Klp67A
TC002766,CG10472
TC002767,CG10472
TC002768,CG4914
TC002774,robo
TC002775,robo
TC002777,CG8707
TC002778,trio
TC002779,CG18019
TC002780,CG2937
TC002783,klu
TC002784,smid
TC002785,CG12951
TC002786,CG12951
TC002787,CG14163
TC002789,CG14745
TC002790,CG8995
TC002791,CG3654
TC002792,CG8830
TC002799,CG10632
TC002800,CG5891
TC002803,CG17181
TC002804,prc
TC002805,CG9089
TC002806,DnaJ-1
TC002812,CG11307
TC002813,croc
TC002814,croc
TC002816,CG7169
TC002817,CG12079
TC002822,Hsc70-4
TC002825,Xpd
TC002828,dlg1
TC002832,CG5195
TC002834,CG14036
TC002835,CG14036
TC002836,CG12164
TC002837,CG12164
TC002841,CG8541
TC002842,CG6859
TC002843,Cp1
TC002847,klg
TC002849,CG7166
TC002850,klg
TC002851,CG2253
TC002852,CG3169
TC002853,sm
TC002855,sm
TC002857,Aats-asp
TC002858,BcDNA:GH04962
TC002859,BcDNA:GH04962
TC002860,BcDNA:GH04962
TC002864,CG5014
TC002865,CG7896
TC002875,CG4638
TC002876,CG10805
TC002878,Gst2
TC002880,CG6316
TC002881,CG11856
TC002882,CG3822
TC002883,CG11155
TC002884,CG7010
TC002887,CG3060
TC002888,CG10133
TC002889,crol
TC002890,CG18622
TC002893,mys
TC002894,CG11309
TC002895,CG11737
TC002896,CG12321
TC002897,zinc-finger-motif-protein
TC002898,CG5278
TC002899,CG5278
TC002904,CG15743
TC002905,CG16757
TC002906,CG7624
TC002908,CG6469
TC002911,CG12086
TC002912,CG5589
TC002914,kirre
TC002915,CG10222
TC002917,CG16752
TC002918,hoip
TC002919,Rab10
TC002920,CG13125
TC002921,CG10584
TC002922,CG3501
TC002924,CG6957
TC002925,Chd64
TC002926,CG5964
TC002929,Glut1
TC002930,CG1245
TC002931,CG10657
TC002932,Pms2
TC002933,snRNP70K
TC002934,vimar
TC002935,CG17187
TC002936,CG7008
TC002937,CG7220
TC002938,CG6204
TC002939,CG15054
TC002940,CG4038
TC002941,CG6898
TC002942,CG9428
TC002943,CG9428
TC002944,CG5497
TC002945,CG6026
TC002946,CG2485
TC002947,Orct
TC002948,CG7010
TC002950,CG6903
TC002951,RpL7
TC002952,CG10992
TC002953,CG10992
TC002954,CG10992
TC002955,CG10992
TC002956,pn
TC002957,CG10115
TC002959,Tsc1
TC002960,CG10727
TC002961,CG8591
TC002962,A(225)
TC002963,Arp66B
TC002965,CG8146
TC002966,CG14609
TC002968,nop5
TC002972,CG1309
TC002973,Pk61C
TC002976,CG12188
TC002977,CG8608
TC002978,CG5505
TC002979,CG17033
TC002980,CG12877
TC002983,CG8949
TC002984,CG9095
TC002985,RpL36
TC002986,fs(1)Yb
TC002987,CG3408
TC002988,CG6128
TC002989,CG6128
TC002990,CG6767
TC002991,CG11874
TC002992,CG15101
TC002993,Sd
TC002994,CG5924
TC002995,CG6922
TC003000,ci
TC003001,CG8064
TC003004,CG5585
TC003007,CG8174
TC003009,CG8464
TC003010,CG8464
TC003011,CG14543
TC003016,snf
TC003018,CG7102
TC003019,Pkc53E
TC003020,deltaCOP
TC003021,CG5477
TC003022,CG6472
TC003024,CG15312
TC003025,CG5547
TC003026,CG8456
TC003027,CG8368
TC003028,CG8398
TC003029,CG18501
TC003032,CG4547
TC003033,CG5131
TC003034,CG5642
TC003035,CG5082
TC003052,Or43a
TC003059,CG11575
TC003062,CG8177
TC003063,CG18214
TC003064,bt
TC003067,CG7146
TC003068,CG10110
TC003069,RhoGEF2
TC003070,RhoGEF2
TC003073,CG7736
TC003074,CG7736
TC003075,Cng
TC003076,Cng
TC003077,CG15708
TC003078,CG3335
TC003079,CG15609
TC003080,Or2a
TC003081,CG6865
TC003085,a10
TC003086,CG11110
TC003091,CG14972
TC003092,CG5503
TC003093,CG17249
TC003094,E(z)
TC003095,Ac76E
TC003096,rut
TC003097,lola
TC003098,lola
TC003099,lola
TC003100,lola
TC003101,lola
TC003103,CG17531
TC003104,CG17533
TC003109,Ccp84Ag
TC003116,CG10671
TC003117,CG10672
TC003118,CG10672
TC003119,CG4338
TC003122,CG6178
TC003123,CG6178
TC003124,CG6178
TC003125,CG6178
TC003127,BcDNA:LD23634
TC003128,CG4549
TC003129,CG4555
TC003130,CG4557
TC003133,CG10804
TC003136,CG15621
TC003137,CG4109
TC003138,CG12107
TC003139,CG1952
TC003140,CG1952
TC003141,CG9425
TC003142,CG9304
TC003143,CG7995
TC003144,Frq
TC003146,Rad51
TC003148,CG3430
TC003149,CG10083
TC003150,CG7395
TC003151,CG7395
TC003152,CG1514
TC003153,CG11727
TC003154,CG5780
TC003155,CG5783
TC003157,CG11775
TC003158,CG5284
TC003159,CG4796
TC003160,CG17450
TC003161,CG12921
TC003167,hay
TC003169,CG12818
TC003170,amos
TC003171,cato
TC003172,CG7479
TC003173,CG7974
TC003174,CG12262
TC003178,CG5998
TC003179,Tequila
TC003180,Su(P)
TC003181,CG13313
TC003182,CG13313
TC003184,mle
TC003185,CG2078
TC003186,CG8110
TC003187,CG12909
TC003189,CG13294
TC003191,Ets65A
TC003192,Surf1
TC003193,sca
TC003194,sca
TC003196,acj6
TC003198,CG3967
TC003199,CG17926
TC003200,CG6239
TC003201,CG3434
TC003202,CG6410
TC003203,CG9413
TC003204,CG7842
TC003205,Reg-2
TC003206,hiw
TC003207,hiw
TC003208,CG8963
TC003209,CG5891
TC003210,CG4068
TC003211,CG1968
TC003212,dim-7
TC003214,CG9032
TC003215,CG4937
TC003216,CG18549
TC003218,Or71a
TC003219,Or49b
TC003220,Or49b
TC003222,CG4755
TC003223,CG1806
TC003224,CG8239
TC003226,EG:52C10.5
TC003227,EG:52C10.6
TC003228,CG10960
TC003231,Gst2
TC003232,Gst2
TC003233,Gst2
TC003234,CG7375
TC003235,CG17515
TC003237,BcDNA:GH07921
TC003238,Awh
TC003239,sgl
TC003240,babo
TC003241,blot
TC003243,CG5541
TC003245,hig
TC003246,CG9200
TC003247,CG5994
TC003250,CG3874
TC003251,CG3877
TC003252,CG3882
TC003253,CG5547
TC003254,CG7161
TC003255,CG12740
TC003256,CG3570
TC003257,raps
TC003259,CG4446
TC003262,CG13293
TC003263,CG6752
TC003269,CG7484
TC003270,CG8314
TC003271,CG13313
TC003272,CG4062
TC003273,CG17014
TC003274,Tequila
TC003275,CG10154
TC003276,CG1889
TC003277,CG6676
TC003278,CG1889
TC003279,CG5992
TC003280,CG12262
TC003281,CkIIalpha
TC003282,Tbh
TC003283,sina
TC003284,CG6723
TC003286,CAH1
TC003287,CG10960
TC003288,CG10960
TC003289,CG10960
TC003290,CG7288
TC003291,CG12534
TC003292,CG11456
TC003293,CG5018
TC003294,CG6676
TC003303,CG18809
TC003304,CG14235
TC003305,CG9922
TC003306,CG6922
TC003307,CG17904
TC003309,CG12050
TC003310,CG8443
TC003311,CG17152
TC003312,RhoL
TC003315,CG11550
TC003316,CG14980
TC003318,Cbl
TC003319,CG14182
TC003320,CG8146
TC003322,CH1-2
TC003323,CG4169
TC003325,CG12004
TC003326,Act88F
TC003327,CG2996
TC003328,Ptp61F
TC003329,CG5021
TC003331,CG12796
TC003332,CG7999
TC003333,CG6178
TC003334,CG3695
TC003335,CG10673
TC003336,CG4623
TC003337,dnk
TC003342,Lar
TC003344,CG4859
TC003345,CG17530
TC003346,CG17531
TC003347,CG17527
TC003348,CG17531
TC003349,psq
TC003350,CG6308
TC003351,scu
TC003352,otk
TC003353,otk
TC003354,oc
TC003355,oc
TC003356,CG6305
TC003360,sns
TC003361,hbs
TC003362,CG15920
TC003363,CG9036
TC003365,CG11731
TC003366,Tim10
TC003367,RpS5
TC003368,Cyp4c3
TC003369,Cyp4d2
TC003370,BcDNA:LD09009
TC003371,CG13515
TC003372,CG6610
TC003373,pnut
TC003375,alpha-Est7
TC003378,CG8424
TC003379,CG10175
TC003389,CG4611
TC003390,CG6718
TC003391,miple
TC003392,Cdk9
TC003395,CG15653
TC003396,CG13196
TC003397,rdgB
TC003399,CG12047
TC003400,EG:BACR37P7.8
TC003401,CG12082
TC003402,Mdr50
TC003403,CG7222
TC003404,EG:171E4.2
TC003405,Picot
TC003407,fz2
TC003408,CG9205
TC003409,knrl
TC003413,knrl
TC003415,CG12341
TC003416,CG8171
TC003417,CG12338
TC003418,zinc-finger-motif-protein
TC003419,CG7828
TC003420,CG11534
TC003421,CG4042
TC003425,CG7369
TC003426,ms(1)15
TC003427,CG6712
TC003429,Keren
TC003432,CG6989
TC003433,CG8070
TC003434,CG7334
TC003435,CG14688
TC003436,CG15102
TC003437,CG15102
TC003438,CG15102
TC003439,CG15102
TC003441,barr
TC003442,CG13892
TC003443,CG16717
TC003444,UbcD4
TC003445,CG13025
TC003446,CG17337
TC003447,CG9945
TC003448,CG12120
TC003449,CG12077
TC003450,CG9953
TC003451,CG4453
TC003453,Takr99D
TC003454,BcDNA:GH06717
TC003455,BcDNA:GH06717
TC003456,BcDNA:GH06717
TC003457,BcDNA:GH06717
TC003460,LanA
TC003461,LanA
TC003462,CG15014
TC003464,CG8641
TC003465,CG7841
TC003466,CG13890
TC003474,TH1
TC003476,CG9320
TC003477,Ubc7
TC003478,Cyp4aa1
TC003479,CG11943
TC003480,Cyp12a4
TC003481,BcDNA:GH10333
TC003483,CG9637
TC003484,EG:171D11.6
TC003485,CG10527
TC003486,CG7356
TC003487,CG8889
TC003488,cdc2rk
TC003490,Dap160
TC003491,Dap160
TC003492,CG6986
TC003493,CG8547
TC003494,CG13220
TC003495,mxc
TC003496,Gst2
TC003497,CG15743
TC003498,CG1662
TC003500,CG1884
TC003501,CG9643
TC003502,CG12792
TC003504,CG14609
TC003507,CG1919
TC003509,CG1919
TC003516,nuf
TC003517,CG1247
TC003518,CG10089
TC003519,CG14331
TC003521,Su(z)12
TC003523,Pdi
TC003524,CG4598
TC003525,CG3529
TC003526,CG14620
TC003527,Nmda1
TC003528,CG18012
TC003529,CG2994
TC003532,CG6329
TC003537,CG13800
TC003538,CG1141
TC003539,BG:DS00929.8
TC003540,CG9619
TC003541,l(2)efl
TC003544,BG:DS03192.2
TC003545,SA
TC003546,CG11523
TC003548,CG1021
TC003549,CG5840
TC003553,CG11299
TC003554,CG12548
TC003556,BG:DS00929.2
TC003560,CG11155
TC003561,CG6903
TC003562,CG7843
TC003563,CG8546
TC003564,CG6600
TC003565,CG17726
TC003566,CG18593
TC003567,EG:22E5.8
TC003570,sv
TC003572,CG12122
TC003573,mof
TC003574,NUCB1
TC003575,CG7640
TC003580,Sh
TC003582,CG9915
TC003584,CG15679
TC003587,icln
TC003588,CG9715
TC003589,alpha-catenin-related
TC003594,crol
TC003596,CG15154
TC003598,Or94a
TC003599,CG8541
TC003602,CG9865
TC003603,CG18303
TC003607,CG2055
TC003608,CG2055
TC003609,CG9087
TC003611,CG12029
TC003612,CG9895
TC003615,CG11880
TC003616,BtbVII
TC003617,CG14956
TC003619,EG:100G10.7
TC003620,CG12410
TC003621,BtbII
TC003626,psq
TC003627,CG13910
TC003628,CG13219
TC003629,Ank
TC003630,CG9545
TC003632,ara
TC003634,mirr
TC003637,CG5288
TC003641,CG5181
TC003642,CG14971
TC003644,gammaTub23C
TC003645,CG8789
TC003648,CG7452
TC003649,CG17711
TC003651,CG6670
TC003653,CG15670
TC003654,CG4945
TC003655,CG11859
TC003656,Fad
TC003666,SP2637
TC003668,CG9464
TC003669,CG2101
TC003672,CG8615
TC003673,CG12608
TC003674,CG6391
TC003675,Dhh1
TC003689,csul
TC003690,CG5703
TC003691,CG6990
TC003692,CG7719
TC003694,CG11247
TC003696,CG5057
TC003697,CG2159
TC003698,karyopherin-alpha3
TC003699,CG10144
TC003700,CG14586
TC003701,CG4714
TC003704,CG14586
TC003706,ebi
TC003707,CG11966
TC003708,CG6055
TC003709,CG6574
TC003711,CG10092
TC003713,CG8768
TC003715,CG12014
TC003716,CG1135
TC003717,Parp
TC003718,CG10064
TC003719,CG4656
TC003720,pan
TC003726,pan
TC003727,pan
TC003728,pan
TC003729,CG5597
TC003731,Spx
TC003732,CG10964
TC003733,CG8323
TC003735,CG18352
TC003738,CG2485
TC003741,Cyp6a2
TC003742,Cyp6a14
TC003745,Cyp6a23
TC003747,CG2063
TC003750,cag
TC003752,ph-d
TC003753,tud
TC003754,Rgl
TC003755,CG17368
TC003756,CG8760
TC003757,CG8455
TC003758,CG14414
TC003759,Klp61F
TC003763,CG7802
TC003766,CG18428
TC003767,CG5690
TC003768,Cyp4g1
TC003770,CG9369
TC003773,CG4139
TC003774,Fragile-X-related
TC003775,methyl-CpG-binding-domain-like-protein
TC003777,CG14762
TC003778,CG9562
TC003779,sli
TC003780,Or46b
TC003782,CG12594
TC003783,CG13709
TC003785,CG8647
TC003786,CG8645
TC003787,CG8645
TC003789,CG11658
TC003790,smt3
TC003791,Sox15
TC003794,Eaat1
TC003796,NHE2
TC003797,Mdr50
TC003798,igl
TC003799,CG5004
TC003800,CG5602
TC003801,EG:196F3.1
TC003802,EG:80H7.7
TC003805,CG6279
TC003806,wrapper
TC003807,CG9360
TC003808,CG9492
TC003809,Uch
TC003810,CG17294
TC003811,Top2
TC003812,nod
TC003814,jim
TC003817,CG2670
TC003818,Pap
TC003821,CG2396
TC003822,CG13253
TC003823,CG13252
TC003825,dod
TC003826,CG3633
TC003827,CG8591
TC003828,CG3599
TC003829,BcDNA:GH02678
TC003830,CG13214
TC003831,CG13214
TC003832,CG13214
TC003833,CG18665
TC003834,CG13214
TC003835,CG13214
TC003836,Arf84F
TC003838,eIF-1A
TC003839,adat
TC003840,CG2767
TC003841,Ice
TC003842,CG3751
TC003843,Ank2
TC003847,CG13576
TC003852,Six4
TC003854,CG1898
TC003856,CG1868
TC003857,CG6633
TC003858,CG9232
TC003859,CG13126
TC003860,Bj1
TC003861,Bj1
TC003862,Bj1
TC003864,CG8320
TC003865,CG10546
TC003866,CG10546
TC003867,CG10546
TC003868,CG9843
TC003869,CG10904
TC003870,CG9384
TC003871,Cdk7
TC003872,Pdh
TC003873,CG6781
TC003874,CG10283
TC003875,RecQ4
TC003876,CG2989
TC003877,CG15313
TC003878,CG9577
TC003879,CG1009
TC003883,CG7853
TC003886,ATPsyn-d
TC003891,zfh2
TC003894,CG5339
TC003895,CG6723
TC003896,CG1405
TC003898,yellow-b
TC003899,CG5316
TC003900,EG:23E12.2
TC003901,EG:BACN33B1.2
TC003902,CycB3
TC003904,Sgs4
TC003905,CG15918
TC003908,CG6211
TC003909,CG6179
TC003910,CG1846
TC003911,CG1846
TC003912,CG2025
TC003913,CG14534
TC003914,CG16758
TC003915,CG9122
TC003916,Ogt
TC003918,CG8619
TC003920,CG12975
TC003922,ImpL3
TC003923,CG10173
TC003924,CG10173
TC003930,CG13942
TC003931,CG8603
TC003935,Eip75B
TC003938,Taf30beta
TC003939,ft
TC003940,CG3781
TC003941,CG4670
TC003942,CG9491
TC003944,Act88F
TC003945,crol
TC003946,CG5245
TC003947,crol
TC003948,crol
TC003949,CG1832
TC003950,crol
TC003951,zinc-finger-motif-protein
TC003952,crol
TC003953,zinc-finger-motif-protein
TC003954,crol
TC003955,crol
TC003956,crol
TC003957,crol
TC003958,crol
TC003960,Ank2
TC003961,SP2523
TC003963,beat-C
TC003964,CG1216
TC003965,CG12970
TC003966,CG5989
TC003967,RpL14
TC003968,CG11357
TC003969,CG11357
TC003970,CG11357
TC003971,CG7635
TC003973,CG6854
TC003974,ap
TC003975,ap
TC003976,CG5747
TC003977,CG5978
TC003978,CG13184
TC003980,CG5797
TC003984,CG15668
TC003986,Egfr
TC003987,CG15822
TC003991,GNBP3
TC003994,Nca
TC003995,Pp2B-14D
TC003996,CG3061
TC003997,CG11825
TC003998,CG9203
TC003999,CG6282
TC004000,CG6372
TC004001,CG18624
TC004002,CG10750
TC004004,CG17443
TC004005,CG8890
TC004006,fd64A
TC004010,CG6305
TC004012,CG6504
TC004013,CG7949
TC004014,CG7546
TC004017,mary
TC004018,CG7511
TC004021,CG18656
TC004026,CG8560
TC004027,CG8560
TC004029,eIF-2beta
TC004031,CG8607
TC004032,CG14949
TC004033,CG1246
TC004041,CG9249
TC004042,yl
TC004044,CG2485
TC004048,CG2485
TC004049,CG2485
TC004054,CG2485
TC004057,CG14376
TC004058,CG15327
TC004059,CG5892
TC004060,CG5902
TC004062,CG18048
TC004063,CG8677
TC004065,CG1225
TC004066,CG13392
TC004067,CG14376
TC004069,unc-13
TC004071,unc-13
TC004072,CG14376
TC004073,CG14376
TC004074,CG8533
TC004075,CG14376
TC004076,c12.2
TC004080,CG9238
TC004081,CG11575
TC004084,snk
TC004085,CG7329
TC004086,CG15513
TC004088,CG8003
TC004090,CG2485
TC004094,CG2485
TC004097,CG11775
TC004098,CG18665
TC004100,His2Av
TC004103,CG15433
TC004104,CG17652
TC004106,CG9098
TC004107,CG9098
TC004108,CG10555
TC004109,Snap
TC004110,CG11399
TC004111,CG18491
TC004114,Dl
TC004115,CG10365
TC004116,CG5880
TC004117,BcDNA:GM12291
TC004119,CG5890
TC004120,BG:DS07108.4
TC004121,CG8446
TC004122,CG9986
TC004123,CG17931
TC004125,CG10194
TC004126,para
TC004127,Ephrin
TC004129,onecut
TC004130,Shal
TC004131,RpL19
TC004133,CG9902
TC004134,Klp61F
TC004135,CG17164
TC004140,CG4931
TC004141,CG6091
TC004142,CaMKI
TC004143,CG5022
TC004144,plexB
TC004145,CG5347
TC004146,CG6472
TC004148,CG4566
TC004149,CG17894
TC004150,CG12358
TC004151,hk
TC004152,CG8184
TC004153,shark
TC004159,Cyp307a1
TC004160,snk
TC004167,CG13941
TC004168,CG18665
TC004170,CG18665
TC004177,Rrp1
TC004186,CG2485
TC004188,BcDNA:GH03482
TC004189,CG18288
TC004192,CG15054
TC004195,CG2485
TC004196,CG2485
TC004197,CG18665
TC004208,CG18665
TC004216,BcDNA:GH02976
TC004217,CG14771
TC004218,CG4806
TC004220,sl
TC004222,CG7430
TC004223,CG18665
TC004224,CG18665
TC004225,CG18665
TC004226,CG18665
TC004227,CG18665
TC004233,CG14430
TC004234,CG13343
TC004235,CG10576
TC004236,CG7603
TC004237,Lar
TC004238,Ts
TC004239,CG14838
TC004240,BG:DS05899.7
TC004243,CG4666
TC004244,CG1866
TC004245,CG9446
TC004246,Psc
TC004249,CG2485
TC004260,CG12139
TC004261,c12.2
TC004262,CG1640
TC004263,Or59b
TC004267,CG3549
TC004268,CG2485
TC004273,CG10178
TC004274,Ugt35b
TC004275,CG10999
TC004276,CG2485
TC004277,CG2485
TC004281,CG1794
TC004282,CG17643
TC004286,CG3549
TC004289,Ptp69D
TC004290,Thd1
TC004292,e(y)1
TC004293,CG5885
TC004294,CG17785
TC004295,CG1620
TC004296,CG10277
TC004297,CG16987
TC004299,CG1901
TC004301,CG8692
TC004303,Or43a
TC004308,oho23B
TC004311,CG10860
TC004313,elk
TC004314,CG2875
TC004316,CG14220
TC004317,CG3104
TC004324,CG4985
TC004325,CG4985
TC004326,CG2038
TC004328,CG18665
TC004333,CG18665
TC004334,CG18352
TC004339,CG12579
TC004340,CG18665
TC004342,CG18665
TC004344,CG18665
TC004345,CG8672
TC004351,CG2485
TC004352,CG18665
TC004355,Ank2
TC004356,vav
TC004357,CG6400
TC004358,CG13926
TC004359,BcDNA:LD21334
TC004360,CG15525
TC004361,CG1987
TC004362,CG10864
TC004363,CG7687
TC004364,CG6946
TC004365,CG15618
TC004366,Zn72D
TC004367,Fps85D
TC004368,CG16751
TC004369,CG6960
TC004370,eas
TC004371,CG13035
TC004372,CG9171
TC004373,CG9302
TC004374,CG10898
TC004375,CG5124
TC004376,CG4350
TC004377,CG3884
TC004378,CstF-64
TC004379,CG6959
TC004380,PyK
TC004381,CG9248
TC004382,CG2095
TC004383,nAcRalpha-7E
